Panama City,FL,"('49.71', 'Low')","('52.67', 'Moderate')","('60.19', 'High')","('67.84', 'High')","('45.02', 'Low')","('11.20', 'Moderate')","('32.77', 'Low')","('61.35', 'High')","('119.93', 'Low')"
Danbury,CT,"('?', '')","('73.01', 'High')","('80.09', 'Very High')","('64.39', 'High')","('?', '')","('3.77', 'Very Low')","('15.00', 'Very Low')","('24.14', 'Low')","('?', '')"
Tuscaloosa,AL,"('?', '')","('59.56', 'Moderate')","('20.83', 'Low')","('84.71', 'Very High')","('?', '')","('2.32', 'Very Low')","('30.00', 'Low')","('25.17', 'Low')","('?', '')"
Medford,OR,"('?', '')","('44.74', 'Moderate')","('70.00', 'High')","('80.48', 'Very High')","('?', '')","('3.97', 'Very Low')","('28.80', 'Low')","('34.41', 'Low')","('?', '')"
Manchester,NH,"('114.52', 'Very High')","('43.95', 'Moderate')","('74.41', 'High')","('86.95', 'Very High')","('66.53', 'Moderate')","('7.80', 'Low')","('39.03', 'Moderate')","('53.30', 'Moderate')","('157.03', 'High')"
Muskegon,MI,"('?', '')","('31.47', 'Low')","('36.11', 'Low')","('64.20', 'High')","('?', '')","('2.43', 'Very Low')","('9.50', 'Very Low')","('27.59', 'Low')","('?', '')"
Alexandria,VA,"('18.94', 'Very Low')","('54.53', 'Moderate')","('45.34', 'Moderate')","('95.50', 'Very High')","('18.89', 'Very Low')","('20.42', 'Very High')","('44.28', 'High')","('73.48', 'High')","('91.38', 'Very Low')"
Kansas City,KS,"('160.27', 'Very High')","('41.88', 'Moderate')","('72.69', 'High')","('75.08', 'High')","('64.16', 'Moderate')","('2.53', 'Very Low')","('27.74', 'Low')","('32.21', 'Low')","('194.86', 'Very High')"
Burlington,NC,"('?', '')","('56.67', 'Moderate')","('64.53', 'High')","('55.47', 'Moderate')","('?', '')","('4.05', 'Very Low')","('25.00', 'Very Low')","('13.28', 'Very Low')","('?', '')"
Roseville,CA,"('?', '')","('80.11', 'Very High')","('72.22', 'High')","('87.07', 'Very High')","('?', '')","('3.37', 'Very Low')","('33.00', 'Low')","('24.05', 'Low')","('?', '')"
Pasadena,TX,"('?', '')","('76.97', 'High')","('85.71', 'Very High')","('67.71', 'High')","('?', '')","('7.85', 'Low')","('43.00', 'High')","('38.98', 'Low')","('?', '')"
Athens,GA,"('61.95', 'Moderate')","('44.64', 'Moderate')","('58.07', 'Moderate')","('95.18', 'Very High')","('53.07', 'Low')","('15.32', 'High')","('37.56', 'Moderate')","('54.99', 'Moderate')","('125.99', 'Moderate')"
Midland,TX,"('?', '')","('73.90', 'High')","('65.74', 'High')","('78.86', 'High')","('?', '')","('1.54', 'Very Low')","('25.00', 'Very Low')","('63.79', 'High')","('?', '')"
Las Cruces,NM,"('?', '')","('58.16', 'Moderate')","('53.40', 'Moderate')","('69.33', 'High')","('?', '')","('2.91', 'Very Low')","('26.20', 'Very Low')","('24.41', 'Low')","('?', '')"
Grand Junction,CO,"('?', '')","('56.19', 'Moderate')","('70.83', 'High')","('54.04', 'Moderate')","('?', '')","('3.99', 'Very Low')","('22.50', 'Very Low')","('22.39', 'Low')","('?', '')"
Pasadena,CA,"('?', '')","('76.97', 'High')","('85.71', 'Very High')","('67.71', 'High')","('?', '')","('7.85', 'Low')","('43.00', 'High')","('38.98', 'Low')","('?', '')"
Billings,MT,"('?', '')","('51.37', 'Moderate')","('66.67', 'High')","('55.68', 'Moderate')","('?', '')","('2.83', 'Very Low')","('15.75', 'Very Low')","('33.74', 'Low')","('?', '')"
Charleston,WV,"('131.56', 'Very High')","('55.03', 'Moderate')","('69.71', 'High')","('89.94', 'Very High')","('78.89', 'High')","('3.91', 'Very Low')","('30.50', 'Low')","('36.02', 'Low')","('186.93', 'Very High')"
Burlington,VT,"('?', '')","('56.67', 'Moderate')","('64.53', 'High')","('55.47', 'Moderate')","('?', '')","('4.05', 'Very Low')","('25.00', 'Very Low')","('13.28', 'Very Low')","('?', '')"
Cambridge,MA,"('131.22', 'Very High')","('64.55', 'High')","('71.63', 'High')","('91.37', 'Very High')","('71.17', 'Moderate')","('9.78', 'Moderate')","('36.69', 'Moderate')","('38.61', 'Low')","('182.89', 'Very High')"
Richmond,CA,"('161.02', 'Very High')","('51.88', 'Moderate')","('73.99', 'High')","('81.27', 'Very High')","('63.06', 'Moderate')","('3.05', 'Very Low')","('22.74', 'Very Low')","('31.31', 'Low')","('205.44', 'Very High')"
Idaho Falls,ID,"('?', '')","('72.80', 'High')","('58.80', 'Moderate')","('45.88', 'Moderate')","('?', '')","('2.46', 'Very Low')","('13.43', 'Very Low')","('9.89', 'Very Low')","('?', '')"
Jacksonville,NC,"('153.99', 'Very High')","('43.62', 'Moderate')","('72.86', 'High')","('87.81', 'Very High')","('61.19', 'Moderate')","('3.52', 'Very Low')","('34.56', 'Low')","('38.68', 'Low')","('189.12', 'Very High')"
Renton,WA,"('187.57', 'Very High')","('64.02', 'High')","('77.78', 'High')","('90.33', 'Very High')","('67.75', 'Moderate')","('3.88', 'Very Low')","('21.75', 'Very Low')","('32.18', 'Low')","('225.28', 'Very High')"
San Angelo,TX,"('?', '')","('52.10', 'Moderate')","('100.00', 'Very High')","('76.94', 'High')","('?', '')","('2.61', 'Very Low')","('10.50', 'Very Low')","('13.79', 'Very Low')","('?', '')"
Bismarck,ND,"('?', '')","('75.39', 'High')","('75.00', 'High')","('31.10', 'Moderate')","('?', '')","('2.68', 'Very Low')","('13.50', 'Very Low')","('25.34', 'Low')","('?', '')"
Orem,UT,"('156.53', 'Very High')","('82.30', 'Very High')","('100.00', 'Very High')","('61.73', 'High')","('57.38', 'Low')","('2.89', 'Very Low')","('19.33', 'Very Low')","('38.97', 'Low')","('220.07', 'Very High')"
Kingsport,TN,"('?', '')","('81.27', 'Very High')","('66.20', 'High')","('78.45', 'High')","('?', '')","('3.60', 'Very Low')","('32.80', 'Low')","('64.13', 'High')","('?', '')"
Missoula,MT,"('?', '')","('66.89', 'High')","('58.88', 'Moderate')","('53.45', 'Moderate')","('?', '')","('5.31', 'Low')","('14.78', 'Very Low')","('17.66', 'Very Low')","('?', '')"
Florence,SC,"('77.71', 'Moderate')","('58.47', 'Moderate')","('67.13', 'High')","('92.45', 'Very High')","('63.26', 'Moderate')","('13.77', 'High')","('28.00', 'Low')","('47.26', 'Moderate')","('152.39', 'High')"
Lawton,OK,"('?', '')","('12.45', 'Very Low')","('59.72', 'Moderate')","('68.88', 'High')","('?', '')","('1.91', 'Very Low')","('15.00', 'Very Low')","('27.59', 'Low')","('?', '')"
Rapid City,SD,"('173.97', 'Very High')","('53.12', 'Moderate')","('56.30', 'Moderate')","('68.10', 'High')","('57.28', 'Low')","('3.37', 'Very Low')","('19.17', 'Very Low')","('18.88', 'Very Low')","('210.10', 'Very High')"
Melbourne,FL,"('153.08', 'Very High')","('56.13', 'Moderate')","('73.28', 'High')","('94.30', 'Very High')","('64.27', 'Moderate')","('7.78', 'Low')","('41.81', 'High')","('27.29', 'Low')","('196.74', 'Very High')"
Cheyenne,WY,"('?', '')","('80.15', 'Very High')","('37.50', 'Low')","('47.39', 'Moderate')","('?', '')","('2.48', 'Very Low')","('5.00', 'Very Low')","('13.03', 'Very Low')","('?', '')"
Jackson,MI,"('?', '')","('18.09', 'Very Low')","('63.89', 'High')","('86.90', 'Very High')","('?', '')","('2.70', 'Very Low')","('29.57', 'Low')","('42.14', 'Moderate')","('?', '')"
Florence,AL,"('77.71', 'Moderate')","('58.47', 'Moderate')","('67.13', 'High')","('92.45', 'Very High')","('63.26', 'Moderate')","('13.77', 'High')","('28.00', 'Low')","('47.26', 'Moderate')","('152.39', 'High')"
Davis,CA,"('?', '')","('75.25', 'High')","('80.56', 'Very High')","('87.11', 'Very High')","('?', '')","('3.39', 'Very Low')","('35.00', 'Moderate')","('25.86', 'Low')","('?', '')"
Jonesboro,AR,"('?', '')","('55.08', 'Moderate')","('90.74', 'Very High')","('81.79', 'Very High')","('?', '')","('2.11', 'Very Low')","('17.00', 'Very Low')","('58.62', 'Moderate')","('?', '')"
Georgetown,TX,"('29.93', 'Very Low')","('29.96', 'Low')","('35.45', 'Low')","('65.81', 'High')","('50.75', 'Low')","('24.95', 'Very High')","('36.50', 'Moderate')","('68.10', 'High')","('69.40', 'Very Low')"
Schaumburg,IL,"('?', '')","('94.85', 'Very High')","('94.44', 'Very High')","('62.32', 'High')","('?', '')","('?', '')","('30.00', 'Low')","('59.77', 'Moderate')","('?', '')"
Apple Valley,CA,"('?', '')","('71.57', 'High')","('54.17', 'Moderate')","('67.62', 'High')","('?', '')","('?', '')","('15.00', 'Very Low')","('3.45', 'Very Low')","('?', '')"
Jackson,TN,"('?', '')","('18.09', 'Very Low')","('63.89', 'High')","('86.90', 'Very High')","('?', '')","('2.70', 'Very Low')","('29.57', 'Low')","('42.14', 'Moderate')","('?', '')"
Dothan,AL,"('?', '')","('64.46', 'High')","('71.30', 'High')","('89.03', 'Very High')","('?', '')","('1.99', 'Very Low')","('21.67', 'Very Low')","('13.22', 'Very Low')","('?', '')"
Alexandria,LA,"('18.94', 'Very Low')","('54.53', 'Moderate')","('45.34', 'Moderate')","('95.50', 'Very High')","('18.89', 'Very Low')","('20.42', 'Very High')","('44.28', 'High')","('73.48', 'High')","('91.38', 'Very Low')"
Fairbanks,AK,"('?', '')","('60.81', 'High')","('66.90', 'High')","('-3.84', 'Low')","('?', '')","('2.55', 'Very Low')","('13.67', 'Very Low')","('24.58', 'Low')","('?', '')"
Cleveland,TN,"('133.62', 'Very High')","('36.59', 'Low')","('78.49', 'High')","('73.11', 'High')","('62.02', 'Moderate')","('1.75', 'Very Low')","('32.93', 'Low')","('39.13', 'Low')","('176.99', 'Very High')"
Dublin,CA,"('118.00', 'Very High')","('46.32', 'Moderate')","('51.52', 'Moderate')","('85.89', 'Very High')","('71.64', 'Moderate')","('8.74', 'Moderate')","('40.64', 'Moderate')","('41.79', 'Moderate')","('155.52', 'High')"
Grand Forks,ND,"('?', '')","('80.72', 'Very High')","('72.22', 'High')","('25.33', 'Moderate')","('?', '')","('1.36', 'Very Low')","('15.00', 'Very Low')","('27.59', 'Low')","('?', '')"
Bristol,TN,"('121.82', 'Very High')","('57.32', 'Moderate')","('72.44', 'High')","('88.51', 'Very High')","('66.05', 'Moderate')","('9.93', 'Moderate')","('31.15', 'Low')","('46.46', 'Moderate')","('172.78', 'Very High')"
Casper,WY,"('?', '')","('77.42', 'High')","('61.11', 'High')","('38.47', 'Moderate')","('?', '')","('2.12', 'Very Low')","('10.67', 'Very Low')","('12.84', 'Very Low')","('?', '')"
Victoria,TX,"('96.60', 'High')","('58.29', 'Moderate')","('65.74', 'High')","('92.52', 'Very High')","('65.68', 'Moderate')","('10.62', 'Moderate')","('32.36', 'Low')","('21.97', 'Low')","('176.90', 'Very High')"
Alpharetta,GA,"('208.96', 'Very High')","('90.14', 'Very High')","('68.29', 'High')","('87.00', 'Very High')","('69.98', 'Moderate')","('5.56', 'Low')","('48.62', 'High')","('31.03', 'Low')","('227.41', 'Very High')"
Lima,OH,"('43.44', 'Low')","('29.75', 'Low')","('58.44', 'Moderate')","('97.69', 'Very High')","('31.78', 'Very Low')","('16.11', 'Very High')","('51.02', 'High')","('84.56', 'Very High')","('87.02', 'Very Low')"
Bozeman,MT,"('?', '')","('82.01', 'Very High')","('73.15', 'High')","('35.20', 'Moderate')","('?', '')","('7.36', 'Low')","('16.78', 'Very Low')","('5.54', 'Very Low')","('?', '')"
Hamilton,OH,"('110.67', 'Very High')","('44.13', 'Moderate')","('75.12', 'High')","('61.06', 'High')","('65.29', 'Moderate')","('27.87', 'Very High')","('35.83', 'Moderate')","('60.24', 'High')","('124.26', 'Moderate')"
Wellington,FL,"('126.96', 'Very High')","('66.81', 'High')","('64.19', 'High')","('97.68', 'Very High')","('63.17', 'Moderate')","('10.32', 'Moderate')","('38.85', 'Moderate')","('23.08', 'Low')","('190.97', 'Very High')"
Bristol,CT,"('121.82', 'Very High')","('57.32', 'Moderate')","('72.44', 'High')","('88.51', 'Very High')","('66.05', 'Moderate')","('9.93', 'Moderate')","('31.15', 'Low')","('46.46', 'Moderate')","('172.78', 'Very High')"
San Rafael,CA,"('?', '')","('65.00', 'High')","('82.41', 'Very High')","('93.28', 'Very High')","('?', '')","('6.17', 'Low')","('18.75', 'Very Low')","('12.07', 'Very Low')","('?', '')"
Medford,MA,"('?', '')","('44.74', 'Moderate')","('70.00', 'High')","('80.48', 'Very High')","('?', '')","('3.97', 'Very Low')","('28.80', 'Low')","('34.41', 'Low')","('?', '')"
Carson City,NV,"('?', '')","('62.25', 'High')","('48.61', 'Moderate')","('56.86', 'Moderate')","('?', '')","('3.26', 'Very Low')","('8.33', 'Very Low')","('14.71', 'Very Low')","('?', '')"
Madison,AL,"('158.52', 'Very High')","('66.47', 'High')","('68.39', 'High')","('51.64', 'Moderate')","('64.68', 'Moderate')","('3.10', 'Very Low')","('33.85', 'Low')","('33.27', 'Low')","('192.54', 'Very High')"
Columbus,IN,"('145.20', 'Very High')","('50.35', 'Moderate')","('70.66', 'High')","('71.29', 'High')","('66.30', 'Moderate')","('3.84', 'Very Low')","('31.15', 'Low')","('29.89', 'Low')","('189.31', 'Very High')"
Dublin,OH,"('118.00', 'Very High')","('46.32', 'Moderate')","('51.52', 'Moderate')","('85.89', 'Very High')","('71.64', 'Moderate')","('8.74', 'Moderate')","('40.64', 'Moderate')","('41.79', 'Moderate')","('155.52', 'High')"
Hilo,HI,"('?', '')","('64.24', 'High')","('64.88', 'High')","('95.48', 'Very High')","('?', '')","('5.32', 'Low')","('25.75', 'Very Low')","('22.71', 'Low')","('?', '')"
Goose Creek,SC,"('?', '')","('85.29', 'Very High')","('70.83', 'High')","('89.16', 'Very High')","('?', '')","('4.08', 'Very Low')","('20.00', 'Very Low')","('10.34', 'Very Low')","('?', '')"
Farmington,NM,"('?', '')","('19.12', 'Very Low')","('26.39', 'Low')","('53.43', 'Moderate')","('?', '')","('?', '')","('15.00', 'Very Low')","('12.76', 'Very Low')","('?', '')"
Freeport,NY,"('?', '')","('87.50', 'Very High')","('30.56', 'Low')","('80.78', 'Very High')","('?', '')","('?', '')","('12.50', 'Very Low')","('13.79', 'Very Low')","('?', '')"
Midland,MI,"('?', '')","('73.90', 'High')","('65.74', 'High')","('78.86', 'High')","('?', '')","('1.54', 'Very Low')","('25.00', 'Very Low')","('63.79', 'High')","('?', '')"
DeKalb,IL,"('?', '')","('39.71', 'Low')","('44.44', 'Moderate')","('?', '')","('?', '')","('?', '')","('8.00', 'Very Low')","('27.59', 'Low')","('?', '')"
Oviedo,FL,"('?', '')","('84.80', 'Very High')","('81.94', 'Very High')","('96.54', 'Very High')","('?', '')","('4.45', 'Very Low')","('28.00', 'Low')","('22.10', 'Low')","('?', '')"
DeLand,FL,"('?', '')","('56.23', 'Moderate')","('68.06', 'High')","('88.99', 'Very High')","('?', '')","('?', '')","('20.00', 'Very Low')","('23.71', 'Low')","('?', '')"
Grants Pass,OR,"('?', '')","('72.02', 'High')","('63.89', 'High')","('78.62', 'High')","('?', '')","('5.83', 'Low')","('8.50', 'Very Low')","('29.60', 'Low')","('?', '')"
Georgetown,KY,"('29.93', 'Very Low')","('29.96', 'Low')","('35.45', 'Low')","('65.81', 'High')","('50.75', 'Low')","('24.95', 'Very High')","('36.50', 'Moderate')","('68.10', 'High')","('69.40', 'Very Low')"
Tupelo,MS,"('?', '')","('67.40', 'High')","('63.89', 'High')","('84.30', 'Very High')","('?', '')","('2.24', 'Very Low')","('30.00', 'Low')","('20.46', 'Low')","('?', '')"
Rome,GA,"('87.35', 'High')","('51.89', 'Moderate')","('63.75', 'High')","('93.70', 'Very High')","('56.26', 'Low')","('14.47', 'High')","('36.29', 'Moderate')","('51.33', 'Moderate')","('145.16', 'High')"
Dunedin,FL,"('131.01', 'Very High')","('72.12', 'High')","('72.24', 'High')","('?', '')","('55.08', 'Low')","('4.75', 'Very Low')","('21.50', 'Very Low')","('18.20', 'Very Low')","('?', '')"
San Juan,TX,"('84.82', 'Moderate')","('32.97', 'Low')","('62.71', 'High')","('71.25', 'High')","('69.70', 'Moderate')","('7.70', 'Low')","('34.45', 'Low')","('48.88', 'Moderate')","('134.77', 'Moderate')"
Richmond,IN,"('161.02', 'Very High')","('51.88', 'Moderate')","('73.99', 'High')","('81.27', 'Very High')","('63.06', 'Moderate')","('3.05', 'Very Low')","('22.74', 'Very Low')","('31.31', 'Low')","('205.44', 'Very High')"
Richmond,KY,"('161.02', 'Very High')","('51.88', 'Moderate')","('73.99', 'High')","('81.27', 'Very High')","('63.06', 'Moderate')","('3.05', 'Very Low')","('22.74', 'Very Low')","('31.31', 'Low')","('205.44', 'Very High')"
Butte,MT,"('?', '')","('91.18', 'Very High')","('87.50', 'Very High')","('24.18', 'Moderate')","('?', '')","('2.83', 'Very Low')","('10.00', 'Very Low')","('37.64', 'Low')","('?', '')"
Lewiston,ID,"('?', '')","('68.63', 'High')","('56.48', 'Moderate')","('74.56', 'High')","('?', '')","('?', '')","('8.00', 'Very Low')","('40.52', 'Moderate')","('?', '')"
Pasadena,MD,"('?', '')","('76.97', 'High')","('85.71', 'Very High')","('67.71', 'High')","('?', '')","('7.85', 'Low')","('43.00', 'High')","('38.98', 'Low')","('?', '')"
Florence,KY,"('77.71', 'Moderate')","('58.47', 'Moderate')","('67.13', 'High')","('92.45', 'Very High')","('63.26', 'Moderate')","('13.77', 'High')","('28.00', 'Low')","('47.26', 'Moderate')","('152.39', 'High')"
Juneau,AK,"('?', '')","('60.48', 'High')","('47.22', 'Moderate')","('67.54', 'High')","('?', '')","('3.80', 'Very Low')","('20.00', 'Very Low')","('11.03', 'Very Low')","('?', '')"
Rome,NY,"('87.35', 'High')","('51.89', 'Moderate')","('63.75', 'High')","('93.70', 'Very High')","('56.26', 'Low')","('14.47', 'High')","('36.29', 'Moderate')","('51.33', 'Moderate')","('145.16', 'High')"
Bangor,ME,"('?', '')","('57.35', 'Moderate')","('84.26', 'Very High')","('?', '')","('?', '')","('1.99', 'Very Low')","('22.00', 'Very Low')","('13.79', 'Very Low')","('?', '')"
Washington,UT,"('155.26', 'Very High')","('39.83', 'Low')","('70.41', 'High')","('81.62', 'Very High')","('80.43', 'High')","('5.77', 'Low')","('41.16', 'High')","('42.10', 'Moderate')","('174.93', 'Very High')"
Hobart,IN,"('139.97', 'Very High')","('66.13', 'High')","('69.33', 'High')","('90.62', 'Very High')","('65.04', 'Moderate')","('6.93', 'Low')","('27.78', 'Low')","('15.77', 'Very Low')","('209.16', 'Very High')"
Jacksonville,AR,"('153.99', 'Very High')","('43.62', 'Moderate')","('72.86', 'High')","('87.81', 'Very High')","('61.19', 'Moderate')","('3.52', 'Very Low')","('34.56', 'Low')","('38.68', 'Low')","('189.12', 'Very High')"
Henderson,KY,"('?', '')","('77.09', 'High')","('61.11', 'High')","('58.61', 'Moderate')","('?', '')","('3.02', 'Very Low')","('25.56', 'Very Low')","('37.51', 'Low')","('?', '')"
Williston,ND,"('?', '')","('88.24', 'Very High')","('87.50', 'Very High')","('27.11', 'Moderate')","('?', '')","('1.82', 'Very Low')","('50.00', 'High')","('34.25', 'Low')","('?', '')"
Madison,MS,"('158.52', 'Very High')","('66.47', 'High')","('68.39', 'High')","('51.64', 'Moderate')","('64.68', 'Moderate')","('3.10', 'Very Low')","('33.85', 'Low')","('33.27', 'Low')","('192.54', 'Very High')"
Athens,AL,"('61.95', 'Moderate')","('44.64', 'Moderate')","('58.07', 'Moderate')","('95.18', 'Very High')","('53.07', 'Low')","('15.32', 'High')","('37.56', 'Moderate')","('54.99', 'Moderate')","('125.99', 'Moderate')"
Eureka,CA,"('?', '')","('29.96', 'Low')","('43.83', 'Moderate')","('95.62', 'Very High')","('?', '')","('4.79', 'Very Low')","('15.00', 'Very Low')","('10.34', 'Very Low')","('?', '')"
Austin,MN,"('173.55', 'Very High')","('57.42', 'Moderate')","('65.81', 'High')","('82.08', 'Very High')","('63.17', 'Moderate')","('3.49', 'Very Low')","('38.20', 'Moderate')","('43.54', 'Moderate')","('193.88', 'Very High')"
Medina,OH,"('113.03', 'Very High')","('83.38', 'Very High')","('44.51', 'Moderate')","('26.18', 'Moderate')","('40.41', 'Low')","('7.90', 'Low')","('24.50', 'Very Low')","('74.45', 'High')","('139.60', 'Moderate')"
Florence,AZ,"('77.71', 'Moderate')","('58.47', 'Moderate')","('67.13', 'High')","('92.45', 'Very High')","('63.26', 'Moderate')","('13.77', 'High')","('28.00', 'Low')","('47.26', 'Moderate')","('152.39', 'High')"
Moscow,ID,"('91.14', 'High')","('64.63', 'High')","('67.50', 'High')","('55.83', 'Moderate')","('43.55', 'Low')","('17.81', 'Very High')","('50.31', 'High')","('54.97', 'Moderate')","('130.42', 'Moderate')"
Derby,KS,"('134.29', 'Very High')","('55.47', 'Moderate')","('75.73', 'High')","('88.79', 'Very High')","('63.56', 'Moderate')","('9.70', 'Moderate')","('33.88', 'Low')","('29.83', 'Low')","('188.46', 'Very High')"
Medford,NY,"('?', '')","('44.74', 'Moderate')","('70.00', 'High')","('80.48', 'Very High')","('?', '')","('3.97', 'Very Low')","('28.80', 'Low')","('34.41', 'Low')","('?', '')"
Paris,TX,"('114.57', 'Very High')","('41.95', 'Moderate')","('76.93', 'High')","('88.39', 'Very High')","('74.19', 'High')","('17.08', 'Very High')","('41.23', 'High')","('63.77', 'High')","('139.42', 'Moderate')"
Columbus,NE,"('145.20', 'Very High')","('50.35', 'Moderate')","('70.66', 'High')","('71.29', 'High')","('66.30', 'Moderate')","('3.84', 'Very Low')","('31.15', 'Low')","('29.89', 'Low')","('189.31', 'Very High')"
Burlington,IA,"('?', '')","('56.67', 'Moderate')","('64.53', 'High')","('55.47', 'Moderate')","('?', '')","('4.05', 'Very Low')","('25.00', 'Very Low')","('13.28', 'Very Low')","('?', '')"
Freeport,IL,"('?', '')","('87.50', 'Very High')","('30.56', 'Low')","('80.78', 'Very High')","('?', '')","('?', '')","('12.50', 'Very Low')","('13.79', 'Very Low')","('?', '')"
Columbus,MS,"('145.20', 'Very High')","('50.35', 'Moderate')","('70.66', 'High')","('71.29', 'High')","('66.30', 'Moderate')","('3.84', 'Very Low')","('31.15', 'Low')","('29.89', 'Low')","('189.31', 'Very High')"
Athens,OH,"('61.95', 'Moderate')","('44.64', 'Moderate')","('58.07', 'Moderate')","('95.18', 'Very High')","('53.07', 'Low')","('15.32', 'High')","('37.56', 'Moderate')","('54.99', 'Moderate')","('125.99', 'Moderate')"
Saint John,IN,"('?', '')","('57.10', 'Moderate')","('71.80', 'High')","('43.05', 'Moderate')","('?', '')","('?', '')","('19.57', 'Very Low')","('69.69', 'High')","('?', '')"
Birmingham,MI,"('126.71', 'Very High')","('35.46', 'Low')","('71.95', 'High')","('87.66', 'Very High')","('60.06', 'Moderate')","('7.67', 'Low')","('33.27', 'Low')","('47.92', 'Moderate')","('164.16', 'Very High')"
Geneva,IL,"('174.96', 'Very High')","('69.51', 'High')","('69.90', 'High')","('82.61', 'Very High')","('112.05', 'Very High')","('11.43', 'Moderate')","('32.76', 'Low')","('24.61', 'Low')","('204.81', 'Very High')"
Fort Walton Beach,FL,"('137.38', 'Very High')","('89.73', 'Very High')","('77.78', 'High')","('91.41', 'Very High')","('68.00', 'Moderate')","('6.07', 'Low')","('37.50', 'Moderate')","('20.69', 'Low')","('215.98', 'Very High')"
Elko,NV,"('?', '')","('65.00', 'High')","('30.56', 'Low')","('?', '')","('?', '')","('2.02', 'Very Low')","('4.00', 'Very Low')","('12.50', 'Very Low')","('?', '')"
Adrian,MI,"('?', '')","('89.71', 'Very High')","('66.67', 'High')","('62.13', 'High')","('?', '')","('1.59', 'Very Low')","('20.00', 'Very Low')","('41.67', 'Moderate')","('?', '')"
Portland,TX,"('159.95', 'Very High')","('43.08', 'Moderate')","('68.46', 'High')","('89.56', 'Very High')","('70.29', 'Moderate')","('3.71', 'Very Low')","('32.65', 'Low')","('33.19', 'Low')","('193.57', 'Very High')"
Naples,FL,"('69.25', 'Moderate')","('37.08', 'Low')","('58.98', 'Moderate')","('95.76', 'Very High')","('55.53', 'Low')","('13.89', 'High')","('44.72', 'High')","('78.61', 'High')","('107.55', 'Low')"
Durango,CO,"('?', '')","('64.14', 'High')","('64.86', 'High')","('82.51', 'Very High')","('?', '')","('?', '')","('30.00', 'Low')","('30.08', 'Low')","('?', '')"
Ottawa,IL,"('129.08', 'Very High')","('68.66', 'High')","('68.27', 'High')","('44.46', 'Moderate')","('60.75', 'Moderate')","('7.27', 'Low')","('33.92', 'Low')","('24.58', 'Low')","('181.40', 'Very High')"
Manchester,MO,"('114.52', 'Very High')","('43.95', 'Moderate')","('74.41', 'High')","('86.95', 'Very High')","('66.53', 'Moderate')","('7.80', 'Low')","('39.03', 'Moderate')","('53.30', 'Moderate')","('157.03', 'High')"
Amsterdam,NY,"('136.92', 'Very High')","('73.36', 'High')","('80.85', 'Very High')","('87.45', 'Very High')","('75.41', 'High')","('9.87', 'Moderate')","('22.60', 'Very Low')","('23.33', 'Low')","('208.68', 'Very High')"
Burlington,KY,"('?', '')","('56.67', 'Moderate')","('64.53', 'High')","('55.47', 'Moderate')","('?', '')","('4.05', 'Very Low')","('25.00', 'Very Low')","('13.28', 'Very Low')","('?', '')"
Jacksonville,IL,"('153.99', 'Very High')","('43.62', 'Moderate')","('72.86', 'High')","('87.81', 'Very High')","('61.19', 'Moderate')","('3.52', 'Very Low')","('34.56', 'Low')","('38.68', 'Low')","('189.12', 'Very High')"
Dallas,OR,"('167.65', 'Very High')","('48.76', 'Moderate')","('66.09', 'High')","('81.85', 'Very High')","('68.15', 'Moderate')","('2.92', 'Very Low')","('34.70', 'Low')","('40.91', 'Moderate')","('190.81', 'Very High')"
Charleston,IL,"('131.56', 'Very High')","('55.03', 'Moderate')","('69.71', 'High')","('89.94', 'Very High')","('78.89', 'High')","('3.91', 'Very Low')","('30.50', 'Low')","('36.02', 'Low')","('186.93', 'Very High')"
Bristol,VA,"('121.82', 'Very High')","('57.32', 'Moderate')","('72.44', 'High')","('88.51', 'Very High')","('66.05', 'Moderate')","('9.93', 'Moderate')","('31.15', 'Low')","('46.46', 'Moderate')","('172.78', 'Very High')"
Damascus,MD,"('4.30', 'Very Low')","('30.81', 'Low')","('35.99', 'Low')","('70.11', 'High')","('28.80', 'Very Low')","('162.65', 'Very High')","('41.67', 'High')","('68.99', 'High')","('0.00', 'Very Low')"
Warsaw,IN,"('98.29', 'High')","('74.64', 'High')","('58.43', 'Moderate')","('74.61', 'High')","('47.94', 'Low')","('14.29', 'High')","('34.76', 'Low')","('59.68', 'Moderate')","('148.63', 'High')"
Madison,NJ,"('158.52', 'Very High')","('66.47', 'High')","('68.39', 'High')","('51.64', 'Moderate')","('64.68', 'Moderate')","('3.10', 'Very Low')","('33.85', 'Low')","('33.27', 'Low')","('192.54', 'Very High')"
Buffalo,MN,"('127.28', 'Very High')","('51.71', 'Moderate')","('71.39', 'High')","('66.43', 'High')","('70.82', 'Moderate')","('3.23', 'Very Low')","('22.92', 'Very Low')","('29.08', 'Low')","('186.30', 'Very High')"
Vienna,VA,"('117.81', 'Very High')","('70.56', 'High')","('81.02', 'Very High')","('81.77', 'Very High')","('67.85', 'Moderate')","('14.75', 'High')","('21.23', 'Very Low')","('15.63', 'Very Low')","('199.50', 'Very High')"
Douglas,AZ,"('122.28', 'Very High')","('81.43', 'Very High')","('69.31', 'High')","('91.32', 'Very High')","('67.77', 'Moderate')","('5.33', 'Low')","('11.25', 'Very Low')","('15.42', 'Very Low')","('219.79', 'Very High')"
